doi,publisher,type,created,created_year
10.5194/acpd-12-7677-2012,Copernicus GmbH,posted-content,2012-03-16,2012
10.5194/acpd-11-19927-2011,Copernicus GmbH,posted-content,2011-07-13,2011
10.5194/acpd-12-5341-2012,Copernicus GmbH,posted-content,2012-02-20,2012
10.5194/acpd-12-15083-2012,Copernicus GmbH,posted-content,2012-06-13,2012
10.5194/acpd-12-3467-2012,Copernicus GmbH,posted-content,2012-01-31,2012
10.5194/acpd-12-13813-2012,Copernicus GmbH,posted-content,2012-06-05,2012
10.5194/acpd-12-691-2012,Copernicus GmbH,posted-content,2012-01-09,2012
10.5194/acpd-12-3655-2012,Copernicus GmbH,posted-content,2012-02-06,2012
10.5194/acpd-12-11245-2012,Copernicus GmbH,posted-content,2012-05-03,2012
10.5194/acpd-12-11979-2012,Copernicus GmbH,posted-content,2012-05-09,2012
10.5194/acpd-12-8465-2012,Copernicus GmbH,posted-content,2012-03-29,2012
10.5194/acpd-12-2817-2012,Copernicus GmbH,posted-content,2012-01-27,2012
10.5194/acpd-12-3731-2012,Copernicus GmbH,posted-content,2012-02-06,2012
10.5194/acpd-12-9035-2012,Copernicus GmbH,posted-content,2012-04-10,2012
10.5194/acpd-12-7243-2012,Copernicus GmbH,posted-content,2012-03-12,2012
10.5194/acpd-11-22951-2011,Copernicus GmbH,posted-content,2011-08-15,2011
10.5194/acpd-12-7829-2012,Copernicus GmbH,posted-content,2012-03-20,2012
10.5194/acpd-12-13933-2012,Copernicus GmbH,posted-content,2012-06-05,2012
10.5194/acpd-12-11823-2012,Copernicus GmbH,posted-content,2012-05-08,2012
10.5194/acpd-12-13553-2012,Copernicus GmbH,posted-content,2012-05-31,2012
10.5194/acpd-12-9283-2012,Copernicus GmbH,posted-content,2012-04-11,2012
10.5194/acpd-12-7419-2012,Copernicus GmbH,posted-content,2012-03-14,2012
10.5194/acpd-12-6805-2012,Copernicus GmbH,posted-content,2012-03-05,2012
10.5194/acpd-12-7273-2012,Copernicus GmbH,posted-content,2012-03-13,2012
10.5194/acpd-12-9771-2012,Copernicus GmbH,posted-content,2012-04-16,2012
10.5194/acpd-12-10995-2012,Copernicus GmbH,posted-content,2012-04-27,2012
10.5194/acpd-12-11175-2012,Copernicus GmbH,posted-content,2012-05-02,2012
10.5194/acpd-12-7793-2012,Copernicus GmbH,posted-content,2012-03-20,2012
10.5194/acpd-12-14393-2012,Copernicus GmbH,posted-content,2012-06-07,2012
10.5194/acpd-11-26009-2011,Copernicus GmbH,posted-content,2011-09-20,2011
10.5194/acpd-12-6957-2012,Copernicus GmbH,posted-content,2012-03-07,2012
10.5194/acpd-12-8355-2012,Copernicus GmbH,posted-content,2012-03-28,2012
10.5194/acpd-11-5003-2011,Copernicus GmbH,posted-content,2011-02-10,2011
10.5194/acpd-12-8169-2012,Copernicus GmbH,posted-content,2012-03-26,2012
10.5194/acpd-11-2733-2011,Copernicus GmbH,posted-content,2011-01-24,2011
10.5194/acpd-12-7879-2012,Copernicus GmbH,posted-content,2012-03-20,2012
10.5194/acpd-12-8921-2012,Copernicus GmbH,posted-content,2012-04-10,2012
10.5194/acpd-12-8979-2012,Copernicus GmbH,posted-content,2012-04-10,2012
10.5194/acpd-12-10815-2012,Copernicus GmbH,posted-content,2012-04-25,2012
10.5194/acpd-11-1457-2011,Copernicus GmbH,posted-content,2011-01-18,2011
10.5194/acpd-12-13581-2012,Copernicus GmbH,posted-content,2012-06-01,2012
10.5194/acpd-12-14747-2012,Copernicus GmbH,posted-content,2012-06-08,2012
10.5194/acpd-11-25967-2011,Copernicus GmbH,posted-content,2011-09-19,2011
10.5194/acpd-12-12163-2012,Copernicus GmbH,posted-content,2012-05-11,2012
10.5194/acpd-12-7617-2012,Copernicus GmbH,posted-content,2012-03-16,2012
10.5194/acpd-12-13667-2012,Copernicus GmbH,posted-content,2012-06-01,2012
10.5194/acpd-12-1517-2012,Copernicus GmbH,posted-content,2012-01-17,2012
10.5194/acpd-12-14623-2012,Copernicus GmbH,posted-content,2012-06-08,2012
10.5194/acpd-11-16693-2011,Copernicus GmbH,posted-content,2011-06-15,2011
10.5194/acpd-12-5817-2012,Copernicus GmbH,posted-content,2012-02-23,2012
10.5194/acpd-12-12357-2012,Copernicus GmbH,posted-content,2012-05-15,2012
10.5194/acpd-12-11539-2012,Copernicus GmbH,posted-content,2012-05-04,2012
10.5194/acpd-12-14959-2012,Copernicus GmbH,posted-content,2012-06-12,2012
10.5194/acpd-11-5757-2011,Copernicus GmbH,posted-content,2011-02-16,2011
10.5194/acpd-12-7545-2012,Copernicus GmbH,posted-content,2012-03-16,2012
10.5194/acpd-12-13089-2012,Copernicus GmbH,posted-content,2012-05-25,2012
10.5194/acpd-12-7909-2012,Copernicus GmbH,posted-content,2012-03-20,2012
10.5194/acpd-12-1267-2012,Copernicus GmbH,posted-content,2012-01-12,2012
10.5194/acpd-12-12935-2012,Copernicus GmbH,posted-content,2012-05-25,2012
10.5194/acpd-11-32583-2011,Copernicus GmbH,posted-content,2011-12-09,2011
10.5194/acpd-11-22857-2011,Copernicus GmbH,posted-content,2011-08-12,2011
10.5194/acpd-12-12081-2012,Copernicus GmbH,posted-content,2012-05-10,2012
10.5194/acpd-11-32685-2011,Copernicus GmbH,posted-content,2011-12-12,2011
10.5194/acpd-12-12287-2012,Copernicus GmbH,posted-content,2012-05-12,2012
10.5194/acpd-12-9553-2012,Copernicus GmbH,posted-content,2012-04-13,2012
10.5194/acpd-11-33191-2011,Copernicus GmbH,posted-content,2011-12-16,2011
10.5194/acpd-12-4031-2012,Copernicus GmbH,posted-content,2012-02-03,2012
10.5194/acpd-11-33095-2011,Copernicus GmbH,posted-content,2011-12-15,2011
10.5194/acpd-11-24857-2011,Copernicus GmbH,posted-content,2011-09-05,2011
10.5194/acpd-12-387-2012,Copernicus GmbH,posted-content,2012-01-06,2012
10.5194/acpd-12-2647-2012,Copernicus GmbH,posted-content,2012-01-26,2012
10.5194/acpd-12-6745-2012,Copernicus GmbH,posted-content,2012-03-05,2012
10.5194/acpd-12-8225-2012,Copernicus GmbH,posted-content,2012-03-27,2012
10.5194/acpd-12-13619-2012,Copernicus GmbH,posted-content,2012-06-01,2012
10.5194/acpd-12-12485-2012,Copernicus GmbH,posted-content,2012-05-15,2012
10.5194/acpd-12-18565-2012,Copernicus GmbH,posted-content,2012-07-30,2012
10.5194/acpd-12-17913-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-13363-2012,Copernicus GmbH,posted-content,2012-05-30,2012
10.5194/acpd-11-22619-2011,Copernicus GmbH,posted-content,2011-08-10,2011
10.5194/acpd-12-10243-2012,Copernicus GmbH,posted-content,2012-04-20,2012
10.5194/acpd-12-11351-2012,Copernicus GmbH,posted-content,2012-05-03,2012
10.5194/acpd-12-17943-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-10115-2012,Copernicus GmbH,posted-content,2012-04-19,2012
10.5194/acpd-12-3295-2012,Copernicus GmbH,posted-content,2012-01-31,2012
10.5194/acpd-12-16131-2012,Copernicus GmbH,posted-content,2012-07-02,2012
10.5194/acpd-12-14009-2012,Copernicus GmbH,posted-content,2012-06-06,2012
10.5194/acpd-11-25205-2011,Copernicus GmbH,posted-content,2011-09-09,2011
10.5194/acpd-12-10679-2012,Copernicus GmbH,posted-content,2012-04-25,2012
10.5194/acpd-12-8857-2012,Copernicus GmbH,posted-content,2012-04-10,2012
10.5194/acpd-12-18651-2012,Copernicus GmbH,posted-content,2012-07-31,2012
10.5194/acpd-12-7305-2012,Copernicus GmbH,posted-content,2012-03-13,2012
10.5194/acpd-12-16515-2012,Copernicus GmbH,posted-content,2012-07-05,2012
10.5194/acpd-12-11941-2012,Copernicus GmbH,posted-content,2012-05-09,2012
10.5194/acpd-12-14089-2012,Copernicus GmbH,posted-content,2012-06-06,2012
10.5194/acpd-12-14525-2012,Copernicus GmbH,posted-content,2012-06-08,2012
10.5194/acpd-12-6205-2012,Copernicus GmbH,posted-content,2012-02-28,2012
10.5194/acpd-12-12229-2012,Copernicus GmbH,posted-content,2012-05-11,2012
10.5194/acpd-12-12531-2012,Copernicus GmbH,posted-content,2012-05-16,2012
10.5194/acpd-12-12663-2012,Copernicus GmbH,posted-content,2012-05-21,2012
10.5194/acpd-12-17987-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-13337-2012,Copernicus GmbH,posted-content,2012-05-29,2012
10.5194/acpd-9-20371-2009,Copernicus GmbH,posted-content,2010-04-29,2010
10.5194/acpd-12-12623-2012,Copernicus GmbH,posted-content,2012-05-16,2012
10.5194/acpd-12-10059-2012,Copernicus GmbH,posted-content,2012-04-19,2012
10.5194/acpd-12-19897-2012,Copernicus GmbH,posted-content,2012-08-09,2012
10.5194/acpd-12-12885-2012,Copernicus GmbH,posted-content,2012-05-23,2012
10.5194/acpd-12-6485-2012,Copernicus GmbH,posted-content,2012-03-01,2012
10.5194/acpd-13-14823-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-13-3817-2013,Copernicus GmbH,posted-content,2013-02-11,2013
10.5194/acpd-11-26791-2011,Copernicus GmbH,posted-content,2011-09-28,2011
10.5194/acpd-12-28609-2012,Copernicus GmbH,posted-content,2012-10-31,2012
10.5194/acpd-13-14637-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-12-19243-2012,Copernicus GmbH,posted-content,2012-08-03,2012
10.5194/acpd-13-12263-2013,Copernicus GmbH,posted-content,2013-05-08,2013
10.5194/acpd-13-3575-2013,Copernicus GmbH,posted-content,2013-02-08,2013
10.5194/acpd-13-5165-2013,Copernicus GmbH,posted-content,2013-02-22,2013
10.5194/acpd-13-5091-2013,Copernicus GmbH,posted-content,2013-02-21,2013
10.5194/acpd-13-14115-2013,Copernicus GmbH,posted-content,2013-05-30,2013
10.5194/acpd-12-24095-2012,Copernicus GmbH,posted-content,2012-09-15,2012
10.5194/acpd-13-17717-2013,Copernicus GmbH,posted-content,2013-07-04,2013
10.5194/acpd-13-8769-2013,Copernicus GmbH,posted-content,2013-04-03,2013
10.5194/acpd-13-9681-2013,Copernicus GmbH,posted-content,2013-04-12,2013
10.5194/acpd-13-17585-2013,Copernicus GmbH,posted-content,2013-07-04,2013
10.5194/acpd-12-28661-2012,Copernicus GmbH,posted-content,2012-11-01,2012
10.5194/acpd-13-2457-2013,Copernicus GmbH,posted-content,2013-01-23,2013
10.5194/acpd-13-7081-2013,Copernicus GmbH,posted-content,2013-03-18,2013
10.5194/acpd-13-18679-2013,Copernicus GmbH,posted-content,2013-07-12,2013
10.5194/acpd-10-24015-2010,Copernicus GmbH,posted-content,2010-10-15,2010
10.5194/acpd-13-10603-2013,Copernicus GmbH,posted-content,2013-04-22,2013
10.5194/acpd-13-12389-2013,Copernicus GmbH,posted-content,2013-05-14,2013
10.5194/acpd-13-12213-2013,Copernicus GmbH,posted-content,2013-05-08,2013
10.5194/acpd-13-11111-2013,Copernicus GmbH,posted-content,2013-04-24,2013
10.5194/acpd-13-12033-2013,Copernicus GmbH,posted-content,2013-05-08,2013
10.5194/acpd-13-12177-2013,Copernicus GmbH,posted-content,2013-05-08,2013
10.5194/acpd-13-5039-2013,Copernicus GmbH,posted-content,2013-02-21,2013
10.5194/acpd-13-15493-2013,Copernicus GmbH,posted-content,2013-06-11,2013
10.5194/acpd-13-14377-2013,Copernicus GmbH,posted-content,2013-06-03,2013
10.5194/acpd-12-24131-2012,Copernicus GmbH,posted-content,2012-09-15,2012
10.5194/acpd-13-13245-2013,Copernicus GmbH,posted-content,2013-05-21,2013
10.5194/acpd-13-8939-2013,Copernicus GmbH,posted-content,2013-04-04,2013
10.5194/acpd-13-10661-2013,Copernicus GmbH,posted-content,2013-04-23,2013
10.5194/acpd-13-11473-2013,Copernicus GmbH,posted-content,2013-05-02,2013
10.5194/acpd-13-8455-2013,Copernicus GmbH,posted-content,2013-03-28,2013
10.5194/acpd-12-30619-2012,Copernicus GmbH,posted-content,2012-11-27,2012
10.5194/acpd-13-19649-2013,Copernicus GmbH,posted-content,2013-07-25,2013
10.5194/acpd-13-6035-2013,Copernicus GmbH,posted-content,2013-03-07,2013
10.5194/acpd-13-19291-2013,Copernicus GmbH,posted-content,2013-07-22,2013
10.5194/acpd-13-10009-2013,Copernicus GmbH,posted-content,2013-04-17,2013
10.5194/acpd-13-9849-2013,Copernicus GmbH,posted-content,2013-04-15,2013
10.5194/acpd-12-22687-2012,Copernicus GmbH,posted-content,2012-09-03,2012
10.5194/acpd-12-31107-2012,Copernicus GmbH,posted-content,2012-12-05,2012
10.5194/acpd-13-14667-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-13-10463-2013,Copernicus GmbH,posted-content,2013-04-19,2013
10.5194/acpd-13-18621-2013,Copernicus GmbH,posted-content,2013-07-11,2013
10.5194/acpd-13-14581-2013,Copernicus GmbH,posted-content,2013-06-04,2013
10.5194/acpd-12-20239-2012,Copernicus GmbH,posted-content,2012-08-14,2012
10.5194/acpd-13-15061-2013,Copernicus GmbH,posted-content,2013-06-10,2013
10.5194/acpd-12-32911-2012,Copernicus GmbH,posted-content,2012-12-19,2012
10.5194/acpd-13-17479-2013,Copernicus GmbH,posted-content,2013-07-02,2013
10.5194/acpd-13-11357-2013,Copernicus GmbH,posted-content,2013-04-26,2013
10.5194/acpd-13-2125-2013,Copernicus GmbH,posted-content,2013-01-22,2013
10.5194/acpd-13-1609-2013,Copernicus GmbH,posted-content,2013-01-15,2013
10.5194/acpd-13-10859-2013,Copernicus GmbH,posted-content,2013-04-24,2013
10.5194/acpd-13-7021-2013,Copernicus GmbH,posted-content,2013-03-15,2013
10.5194/acpd-12-15639-2012,Copernicus GmbH,posted-content,2012-06-22,2012
10.5194/acpd-13-14977-2013,Copernicus GmbH,posted-content,2013-06-07,2013
10.5194/acpd-13-18951-2013,Copernicus GmbH,posted-content,2013-07-16,2013
10.5194/acpd-13-17299-2013,Copernicus GmbH,posted-content,2013-06-28,2013
10.5194/acpd-13-7061-2013,Copernicus GmbH,posted-content,2013-03-18,2013
10.5194/acpd-13-13889-2013,Copernicus GmbH,posted-content,2013-05-27,2013
10.5194/acpd-13-21927-2013,Copernicus GmbH,posted-content,2013-08-23,2013
10.5194/acpd-13-4601-2013,Copernicus GmbH,posted-content,2013-02-19,2013
10.5194/acpd-13-4727-2013,Copernicus GmbH,posted-content,2013-02-19,2013
10.5194/acpd-13-16549-2013,Copernicus GmbH,posted-content,2013-06-20,2013
10.5194/acpd-13-12771-2013,Copernicus GmbH,posted-content,2013-05-14,2013
10.5194/acpd-12-20181-2012,Copernicus GmbH,posted-content,2012-08-13,2012
10.5194/acpd-13-20319-2013,Copernicus GmbH,posted-content,2013-08-05,2013
10.5194/acpd-13-11863-2013,Copernicus GmbH,posted-content,2013-05-03,2013
10.5194/acpd-13-11689-2013,Copernicus GmbH,posted-content,2013-05-02,2013
10.5194/acpd-13-16113-2013,Copernicus GmbH,posted-content,2013-06-14,2013
10.5194/acpd-13-20809-2013,Copernicus GmbH,posted-content,2013-08-09,2013
10.5194/acpd-13-15567-2013,Copernicus GmbH,posted-content,2013-06-12,2013
10.5194/acpd-12-25255-2012,Copernicus GmbH,posted-content,2012-09-24,2012
10.5194/acpd-13-15615-2013,Copernicus GmbH,posted-content,2013-06-12,2013
10.5194/acpd-13-16831-2013,Copernicus GmbH,posted-content,2013-06-24,2013
10.5194/acpd-13-9733-2013,Copernicus GmbH,posted-content,2013-04-12,2013
10.5194/acpd-13-12337-2013,Copernicus GmbH,posted-content,2013-05-14,2013
10.5194/acpd-13-14249-2013,Copernicus GmbH,posted-content,2013-05-30,2013
10.5194/acpd-13-18969-2013,Copernicus GmbH,posted-content,2013-07-16,2013
10.5194/acpd-13-17643-2013,Copernicus GmbH,posted-content,2013-07-04,2013
10.5194/acpd-13-14927-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-13-9017-2013,Copernicus GmbH,posted-content,2013-04-04,2013
10.5194/acpd-13-15949-2013,Copernicus GmbH,posted-content,2013-06-14,2013
10.5194/acpd-13-12825-2013,Copernicus GmbH,posted-content,2013-05-14,2013
10.5194/acpd-13-16925-2013,Copernicus GmbH,posted-content,2013-06-25,2013
10.5194/acpd-12-11567-2012,Copernicus GmbH,posted-content,2012-05-04,2012
10.5194/acpd-13-15783-2013,Copernicus GmbH,posted-content,2013-06-14,2013
10.5194/acpd-13-14545-2013,Copernicus GmbH,posted-content,2013-06-04,2013
10.5194/acpd-12-23403-2012,Copernicus GmbH,posted-content,2012-09-10,2012
10.5194/acpd-13-19389-2013,Copernicus GmbH,posted-content,2013-07-23,2013
10.5194/acpd-13-7397-2013,Copernicus GmbH,posted-content,2013-03-20,2013
10.5194/acpd-13-10701-2013,Copernicus GmbH,posted-content,2013-04-24,2013
10.5194/acpd-12-26099-2012,Copernicus GmbH,posted-content,2012-10-05,2012
10.5194/acpd-13-6729-2013,Copernicus GmbH,posted-content,2013-03-13,2013
10.5194/acpd-13-18277-2013,Copernicus GmbH,posted-content,2013-07-09,2013
10.5194/acpd-13-9615-2013,Copernicus GmbH,posted-content,2013-04-11,2013
10.5194/acpd-13-11427-2013,Copernicus GmbH,posted-content,2013-04-30,2013
10.5194/acpd-13-9401-2013,Copernicus GmbH,posted-content,2013-04-09,2013
10.5194/acpd-12-27367-2012,Copernicus GmbH,posted-content,2012-10-18,2012
10.5194/acpd-13-15333-2013,Copernicus GmbH,posted-content,2013-06-11,2013
10.5194/acpd-13-20049-2013,Copernicus GmbH,posted-content,2013-07-31,2013
10.5194/acpd-13-13915-2013,Copernicus GmbH,posted-content,2013-05-27,2013
10.5194/acpd-13-17519-2013,Copernicus GmbH,posted-content,2013-07-03,2013
10.5194/acpd-13-20923-2013,Copernicus GmbH,posted-content,2013-08-12,2013
10.5194/acpd-12-30283-2012,Copernicus GmbH,posted-content,2012-11-22,2012
10.5194/acpd-13-13653-2013,Copernicus GmbH,posted-content,2013-05-23,2013
10.5194/acpd-13-21989-2013,Copernicus GmbH,posted-content,2013-08-23,2013
10.5194/acpd-13-14749-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-13-18007-2013,Copernicus GmbH,posted-content,2013-07-05,2013
10.5194/acpd-13-16247-2013,Copernicus GmbH,posted-content,2013-06-17,2013
10.5194/acpd-13-15233-2013,Copernicus GmbH,posted-content,2013-06-11,2013
10.5194/acpd-13-13495-2013,Copernicus GmbH,posted-content,2013-05-23,2013
10.5194/acpd-13-20839-2013,Copernicus GmbH,posted-content,2013-08-09,2013
10.5194/acpd-12-21977-2012,Copernicus GmbH,posted-content,2012-08-28,2012
10.5194/acpd-13-17675-2013,Copernicus GmbH,posted-content,2013-07-04,2013
10.5194/acpd-13-18345-2013,Copernicus GmbH,posted-content,2013-07-09,2013
10.5194/acpd-13-13323-2013,Copernicus GmbH,posted-content,2013-05-22,2013
10.5194/acpd-13-14695-2013,Copernicus GmbH,posted-content,2013-06-05,2013
10.5194/acpd-13-18233-2013,Copernicus GmbH,posted-content,2013-07-09,2013
10.5194/acpd-13-10395-2013,Copernicus GmbH,posted-content,2013-04-19,2013
10.5194/acpd-12-15597-2012,Copernicus GmbH,posted-content,2012-06-22,2012
10.5194/acpd-13-11997-2013,Copernicus GmbH,posted-content,2013-05-07,2013
10.5194/acpd-13-14069-2013,Copernicus GmbH,posted-content,2013-05-29,2013
10.5194/acpd-13-16337-2013,Copernicus GmbH,posted-content,2013-06-18,2013
10.5194/acpd-13-10157-2013,Copernicus GmbH,posted-content,2013-04-18,2013
10.5194/acpd-13-20531-2013,Copernicus GmbH,posted-content,2013-08-07,2013
10.5194/acpd-13-7175-2013,Copernicus GmbH,posted-content,2013-03-18,2013
10.5194/acpd-13-10939-2013,Copernicus GmbH,posted-content,2013-04-24,2013
10.5194/acpd-13-15377-2013,Copernicus GmbH,posted-content,2013-06-11,2013
10.5194/acpd-13-18143-2013,Copernicus GmbH,posted-content,2013-07-08,2013
10.5194/acpd-13-9801-2013,Copernicus GmbH,posted-content,2013-04-15,2013
10.5194/acpd-12-14837-2012,Copernicus GmbH,posted-content,2012-06-12,2012
10.5194/acpd-12-22587-2012,Copernicus GmbH,posted-content,2012-09-03,2012
10.5194/acpd-11-16499-2011,Copernicus GmbH,posted-content,2011-06-10,2011
10.5194/acpd-12-11445-2012,Copernicus GmbH,posted-content,2012-05-03,2012
10.5194/acpd-12-11035-2012,Copernicus GmbH,posted-content,2012-04-27,2012
10.5194/acpd-12-22415-2012,Copernicus GmbH,posted-content,2012-08-30,2012
10.5194/acpd-12-28195-2012,Copernicus GmbH,posted-content,2012-10-26,2012
10.5194/acpd-12-20435-2012,Copernicus GmbH,posted-content,2012-08-15,2012
10.5194/acpd-12-27555-2012,Copernicus GmbH,posted-content,2012-10-19,2012
10.5194/acpd-12-26963-2012,Copernicus GmbH,posted-content,2012-10-12,2012
10.5194/acpd-12-13161-2012,Copernicus GmbH,posted-content,2012-05-25,2012
10.5194/acpd-12-25329-2012,Copernicus GmbH,posted-content,2012-09-25,2012
10.5194/acpd-12-23007-2012,Copernicus GmbH,posted-content,2012-09-05,2012
10.5194/acpd-12-20209-2012,Copernicus GmbH,posted-content,2012-08-13,2012
10.5194/acpd-12-26719-2012,Copernicus GmbH,posted-content,2012-10-11,2012
10.5194/acpd-12-27077-2012,Copernicus GmbH,posted-content,2012-10-15,2012
10.5194/acpd-12-16327-2012,Copernicus GmbH,posted-content,2012-07-04,2012
10.5194/acpd-12-10775-2012,Copernicus GmbH,posted-content,2012-04-25,2012
10.5194/acpd-12-24205-2012,Copernicus GmbH,posted-content,2012-09-17,2012
10.5194/acpd-12-23645-2012,Copernicus GmbH,posted-content,2012-09-11,2012
10.5194/acpd-12-8053-2012,Copernicus GmbH,posted-content,2012-03-23,2012
10.5194/acpd-12-22059-2012,Copernicus GmbH,posted-content,2012-08-28,2012
10.5194/acpd-12-23195-2012,Copernicus GmbH,posted-content,2012-09-07,2012
10.5194/acpd-12-21481-2012,Copernicus GmbH,posted-content,2012-08-22,2012
10.5194/acpd-12-24437-2012,Copernicus GmbH,posted-content,2012-09-18,2012
10.5194/acpd-11-6555-2011,Copernicus GmbH,posted-content,2011-02-23,2011
10.5194/acpd-12-21267-2012,Copernicus GmbH,posted-content,2012-08-21,2012
10.5194/acpd-12-16851-2012,Copernicus GmbH,posted-content,2012-07-10,2012
10.5194/acpd-12-26435-2012,Copernicus GmbH,posted-content,2012-10-05,2012
10.5194/acpd-12-23679-2012,Copernicus GmbH,posted-content,2012-09-12,2012
10.5194/acpd-12-16377-2012,Copernicus GmbH,posted-content,2012-07-04,2012
10.5194/acpd-12-26647-2012,Copernicus GmbH,posted-content,2012-10-09,2012
10.5194/acpd-12-8503-2012,Copernicus GmbH,posted-content,2012-03-30,2012
10.5194/acpd-12-28385-2012,Copernicus GmbH,posted-content,2012-10-30,2012
10.5194/acpd-12-26607-2012,Copernicus GmbH,posted-content,2012-10-09,2012
10.5194/acpd-12-28955-2012,Copernicus GmbH,posted-content,2012-11-08,2012
10.5194/acpd-12-15945-2012,Copernicus GmbH,posted-content,2012-06-27,2012
10.5194/acpd-12-20073-2012,Copernicus GmbH,posted-content,2012-08-10,2012
10.5194/acpd-12-26297-2012,Copernicus GmbH,posted-content,2012-10-05,2012
10.5194/acpd-12-18379-2012,Copernicus GmbH,posted-content,2012-07-26,2012
10.5194/acpd-12-17539-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-1653-2012,Copernicus GmbH,posted-content,2012-01-19,2012
10.5194/acpd-12-12685-2012,Copernicus GmbH,posted-content,2012-05-21,2012
10.5194/acpd-12-25791-2012,Copernicus GmbH,posted-content,2012-09-30,2012
10.5194/acpd-12-26871-2012,Copernicus GmbH,posted-content,2012-10-11,2012
10.5194/acpd-12-27637-2012,Copernicus GmbH,posted-content,2012-10-22,2012
10.5194/acpd-12-25657-2012,Copernicus GmbH,posted-content,2012-09-27,2012
10.5194/acpd-12-17607-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-18927-2012,Copernicus GmbH,posted-content,2012-08-01,2012
10.5194/acpd-12-18029-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-20745-2012,Copernicus GmbH,posted-content,2012-08-17,2012
10.5194/acpd-12-22891-2012,Copernicus GmbH,posted-content,2012-09-05,2012
10.5194/acpd-12-26995-2012,Copernicus GmbH,posted-content,2012-10-15,2012
10.5194/acpd-12-27219-2012,Copernicus GmbH,posted-content,2012-10-17,2012
10.5194/acpd-12-32631-2012,Copernicus GmbH,posted-content,2012-12-19,2012
10.5194/acpd-12-27667-2012,Copernicus GmbH,posted-content,2012-10-22,2012
10.5194/acpd-12-23333-2012,Copernicus GmbH,posted-content,2012-09-10,2012
10.5194/acpd-12-28929-2012,Copernicus GmbH,posted-content,2012-11-07,2012
10.5194/acpd-12-26843-2012,Copernicus GmbH,posted-content,2012-10-11,2012
10.5194/acpd-12-31507-2012,Copernicus GmbH,posted-content,2012-12-06,2012
10.5194/acpd-12-17503-2012,Copernicus GmbH,posted-content,2012-07-17,2012
10.5194/acpd-12-23261-2012,Copernicus GmbH,posted-content,2012-09-07,2012
10.5194/acpd-12-25983-2012,Copernicus GmbH,posted-content,2012-10-02,2012
10.5194/acpd-12-27111-2012,Copernicus GmbH,posted-content,2012-10-16,2012
10.5194/acpd-12-17703-2012,Copernicus GmbH,posted-content,2012-07-19,2012
10.5194/acpd-12-19715-2012,Copernicus GmbH,posted-content,2012-08-09,2012
10.5194/acpd-12-25617-2012,Copernicus GmbH,posted-content,2012-09-26,2012
10.5194/acpd-12-24243-2012,Copernicus GmbH,posted-content,2012-09-17,2012
10.5194/acpd-12-23513-2012,Copernicus GmbH,posted-content,2012-09-11,2012
10.5194/acpd-12-23291-2012,Copernicus GmbH,posted-content,2012-09-07,2012
10.5194/acpd-12-27395-2012,Copernicus GmbH,posted-content,2012-10-18,2012
10.5194/acpd-12-24677-2012,Copernicus GmbH,posted-content,2012-09-20,2012
10.5194/acpd-12-16701-2012,Copernicus GmbH,posted-content,2012-07-06,2012
10.5194/acpd-12-29203-2012,Copernicus GmbH,posted-content,2012-11-13,2012
10.5194/acpd-12-20311-2012,Copernicus GmbH,posted-content,2012-08-14,2012
10.5194/acpd-12-28765-2012,Copernicus GmbH,posted-content,2012-11-05,2012
10.5194/acpd-12-27955-2012,Copernicus GmbH,posted-content,2012-10-24,2012
10.5194/acpd-12-31663-2012,Copernicus GmbH,posted-content,2012-12-10,2012
10.5194/acpd-12-17465-2012,Copernicus GmbH,posted-content,2012-07-17,2012
10.5194/acpd-12-21105-2012,Copernicus GmbH,posted-content,2012-08-20,2012
10.5194/acpd-12-24643-2012,Copernicus GmbH,posted-content,2012-09-20,2012
10.5194/acpd-12-29069-2012,Copernicus GmbH,posted-content,2012-11-12,2012
10.5194/acpd-12-21437-2012,Copernicus GmbH,posted-content,2012-08-21,2012
10.5194/acpd-12-26783-2012,Copernicus GmbH,posted-content,2012-10-11,2012
10.5194/acpd-12-22309-2012,Copernicus GmbH,posted-content,2012-08-29,2012
10.5194/acpd-11-26111-2011,Copernicus GmbH,posted-content,2011-09-20,2011
10.5194/acpd-12-30039-2012,Copernicus GmbH,posted-content,2012-11-21,2012
10.5194/acpd-12-19303-2012,Copernicus GmbH,posted-content,2012-08-03,2012
10.5194/acpd-12-31699-2012,Copernicus GmbH,posted-content,2012-12-11,2012
10.5194/acpd-12-26173-2012,Copernicus GmbH,posted-content,2012-10-05,2012
10.5194/acpd-12-28305-2012,Copernicus GmbH,posted-content,2012-10-26,2012
10.5194/acpd-12-29763-2012,Copernicus GmbH,posted-content,2012-11-20,2012
